sumo,form
0.0,0
6424.598678356427,6424.598678356427
7050.5368189159,7050.5368189159
0.0,0
4031.9412851786856,4031.9412851786856
3134.612847872832,3134.612847872832
2624.722222222222,2624.722222222222
4348.841581817785,4348.841581817785
12868.012519300126,12868.012519300126
0.0,0
5603.656512674588,5603.656512674588
8618.676135000393,8618.676135000393
6922.161102858995,6922.161102858995
4692.683512838137,4692.683512838137
0.0,0
0.0,0
0.0,0
4336.739983790523,4336.739983790523
4263.422908070859,4263.422908070859
3919.4619940972193,3919.4619940972193
2624.722222222222,2624.722222222222
0.0,0
0.0,0
2889.6927802206396,2889.6927802206396
2750.89486863424,2750.89486863424
4487.187190953199,4487.187190953199
6444.879225210662,6444.879225210662
5550.759877423628,5550.759877423628
2748.879000773265,2748.879000773265
7930.986639780497,7930.986639780497
0.0,0
6196.3993170581,6196.3993170581
5964.169199241958,5964.169199241958
4105.237442619395,4105.237442619395
3187.4401809145543,3187.4401809145543
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
3654.2108192436,3654.2108192436
3186.0430073200373,3186.0430073200373
0.0,0
0.0,0
0.0,0
7272.837634383524,7272.837634383524
4817.362321763601,4817.362321763601
5332.9850747804085,5332.9850747804085
3350.1781024022534,3350.1781024022534
2624.722222222222,2624.722222222222
4089.663492019118,4089.663492019118
0.0,0
4755.5413363020225,4755.5413363020225
0.0,0
3079.934855605473,3079.934855605473
0.0,0
0.0,0
0.0,0
2327.028452638764,2327.028452638764
0.0,0
7253.174071338554,7253.174071338554
6569.982422819174,6569.982422819174
5876.183281017265,5876.183281017265
3320.7804211969783,3320.7804211969783
3560.997841016879,3560.997841016879
0.0,0
0.0,0
2905.6953042083537,2905.6953042083537
2187.1381739172907,2187.1381739172907
2616.0621904727177,2616.0621904727177
0.0,0
3975.3514614279147,3975.3514614279147
4680.403445154405,4680.403445154405
0.0,0
0.0,0
7010.545039998517,7010.545039998517
8267.036731547358,8267.036731547358
8423.46187997177,8423.46187997177
0.0,0
4065.1702254788324,4065.1702254788324
2624.722222222222,2624.722222222222
2714.9940008091025,2714.9940008091025
3252.8169828541663,3252.8169828541663
0.0,0
0.0,0
2987.548114152723,2987.548114152723
0.0,0
0.0,0
0.0,0
6791.001801394088,6791.001801394088
0.0,0
8003.232079558078,8003.232079558078
9111.530850992367,9111.530850992367
6610.027762978951,6610.027762978951
0.0,0
6426.913481305627,6426.913481305627
3165.595554130498,3165.595554130498
2624.722222222222,2624.722222222222
2258.499189761677,2258.499189761677
2453.6655209354667,2453.6655209354667
4318.38792435854,4318.38792435854
0.0,0
2953.8301796635483,2953.8301796635483
2858.578967178402,2858.578967178402
0.0,0
3493.063016553915,3493.063016553915
7243.929605409387,7243.929605409387
2624.722222222222,2624.722222222222
14111.586431955035,14111.586431955035
3519.7809436927587,3519.7809436927587
6718.301616953237,6718.301616953237
0.0,0
6259.8076826578545,6259.8076826578545
3799.2237334953047,3799.2237334953047
3801.6735745797127,3801.6735745797127
2624.722222222222,2624.722222222222
4104.104778404732,4104.104778404732
7589.4759626775995,7589.4759626775995
0.0,0
2863.3131777504573,2863.3131777504573
0.0,0
5230.864319745628,5230.864319745628
3154.2596672362997,3154.2596672362997
0.0,0
9455.722974052118,9455.722974052118
2624.722222222222,2624.722222222222
7505.1026004944815,7505.1026004944815
0.0,0
11407.598405910574,11407.598405910574
0.0,0
9312.402493405867,9312.402493405867
4754.012297389964,4754.012297389964
4208.823716206589,4208.823716206589
3969.7968350082597,3969.7968350082597
2624.722222222222,2624.722222222222
0.0,0
5493.66535429379,5493.66535429379
3375.1715995698346,3375.1715995698346
0.0,0
0.0,0
7170.663998370448,7170.663998370448
0.0,0
4172.497943366515,4172.497943366515
9500.967220682045,9500.967220682045
2624.722222222222,2624.722222222222
0.0,0
4330.941260906767,4330.941260906767
12708.049631757505,12708.049631757505
3953.724405273775,3953.724405273775
7551.0240432213095,7551.0240432213095
4594.892692242044,4594.892692242044
6443.249516489264,6443.249516489264
4324.033339787304,4324.033339787304
2924.5488072860303,2924.5488072860303
2624.722222222222,2624.722222222222
0.0,0
8911.603533126297,8911.603533126297
4469.988849195907,4469.988849195907
3699.339313911354,3699.339313911354
0.0,0
6793.379286451586,6793.379286451586
4337.903428615554,4337.903428615554
0.0,0
12635.5135085053,12635.5135085053
2624.722222222222,2624.722222222222
0.0,0
0.0,0
15579.115712790142,15579.115712790142
4641.44410411527,4641.44410411527
2856.863947499011,2856.863947499011
6899.79196209456,6899.79196209456
5100.718958704087,5100.718958704087
6690.755051426111,6690.755051426111
3315.156091006477,3315.156091006477
3097.5087505618167,3097.5087505618167
2624.722222222222,2624.722222222222
2827.245693433817,2827.245693433817
9315.653013532683,9315.653013532683
0.0,0
2102.167268739962,2102.167268739962
0.0,0
8770.128847513352,8770.128847513352
0.0,0
4159.110349160809,4159.110349160809
9457.061408456928,9457.061408456928
2624.722222222222,2624.722222222222
0.0,0
2367.2387421125422,2367.2387421125422
12964.048496067531,12964.048496067531
5054.795982031418,5054.795982031418
5809.131106301508,5809.131106301508
9538.679843516706,9538.679843516706
8998.7097184082,8998.7097184082
7355.011596401392,7355.011596401392
5641.258256717928,5641.258256717928
4801.123482889584,4801.123482889584
4000.4559031591125,4000.4559031591125
2624.722222222222,2624.722222222222
2717.022979661214,2717.022979661214
0.0,0
0.0,0
0.0,0
0.0,0
11557.840064446405,11557.840064446405
2983.830795190356,2983.830795190356
0.0,0
9606.675366576914,9606.675366576914
2624.722222222222,2624.722222222222
3668.4770938168313,3668.4770938168313
0.0,0
0.0,0
3787.9045355898606,3787.9045355898606
0.0,0
4270.412126458307,4270.412126458307
9168.836943431988,9168.836943431988
9508.02786480012,9508.02786480012
4959.54934152968,4959.54934152968
4546.273920943895,4546.273920943895
4064.5276861918733,4064.5276861918733
2933.8012774621243,2933.8012774621243
2624.722222222222,2624.722222222222
2324.955407222055,2324.955407222055
3663.899596749633,3663.899596749633
3125.7890615636034,3125.7890615636034
0.0,0
3484.703976335973,3484.703976335973
2525.0009996410304,2525.0009996410304
0.0,0
6704.994365906049,6704.994365906049
14043.57541199822,14043.57541199822
2624.722222222222,2624.722222222222
5212.17836616135,5212.17836616135
0.0,0
0.0,0
0.0,0
0.0,0
4662.466588934102,4662.466588934102
7635.247961373714,7635.247961373714
6110.679674466338,6110.679674466338
7270.101885629628,7270.101885629628
6531.211361864688,6531.211361864688
6120.887348553835,6120.887348553835
3345.4335147647694,3345.4335147647694
3906.7730488888883,3906.7730488888883
2624.722222222222,2624.722222222222
0.0,0
0.0,0
3291.7074809755427,3291.7074809755427
7131.67606235188,7131.67606235188
5216.979206722349,5216.979206722349
0.0,0
2447.8628314245307,2447.8628314245307
0.0,0
15573.936010867528,15573.936010867528
2624.722222222222,2624.722222222222
5680.66324174488,5680.66324174488
3393.3821117400003,3393.3821117400003
0.0,0
4213.090413951561,4213.090413951561
4731.139539565817,4731.139539565817
0.0,0
13256.81388045762,13256.81388045762
0.0,0
6556.372211738958,6556.372211738958
5603.208574877964,5603.208574877964
5553.654705312277,5553.654705312277
5632.962961467056,5632.962961467056
0.0,0
3949.420741972314,3949.420741972314
0.0,0
4972.252676049947,4972.252676049947
0.0,0
6813.611429982323,6813.611429982323
7391.215462278008,7391.215462278008
0.0,0
2195.237482469292,2195.237482469292
5206.789870962209,5206.789870962209
12897.131489583699,12897.131489583699
2624.722222222222,2624.722222222222
7435.869254981508,7435.869254981508
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
5412.287000722063,5412.287000722063
8188.791650282017,8188.791650282017
10120.87567747113,10120.87567747113
8998.142145372005,8998.142145372005
0.0,0
0.0,0
3571.0938521197613,3571.0938521197613
2624.722222222222,2624.722222222222
3606.171104763989,3606.171104763989
0.0,0
0.0,0
6185.299117310459,6185.299117310459
8065.70582532647,8065.70582532647
0.0,0
3632.415516335382,3632.415516335382
0.0,0
0.0,0
2624.722222222222,2624.722222222222
9946.653909525754,9946.653909525754
5233.267285197889,5233.267285197889
0.0,0
7195.177945455455,7195.177945455455
3762.6599191989385,3762.6599191989385
0.0,0
0.0,0
0.0,0
2778.6978346644314,2778.6978346644314
9249.627627957127,9249.627627957127
11230.045876249136,11230.045876249136
2343.3975908986463,2343.3975908986463
0.0,0
4101.676018422453,4101.676018422453
3029.854103554621,3029.854103554621
0.0,0
2624.722222222222,2624.722222222222
0.0,0
3777.756178735414,3777.756178735414
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
2624.722222222222,2624.722222222222
5091.8663507949595,5091.8663507949595
8135.45081544983,8135.45081544983
6124.218359811793,6124.218359811793
9761.964086115035,9761.964086115035
0.0,0
0.0,0
0.0,0
3270.4503944673756,3270.4503944673756
0.0,0
9599.443022954074,9599.443022954074
2399.722149831429,2399.722149831429
3052.215189823356,3052.215189823356
0.0,0
4804.345280022984,4804.345280022984
3888.601578743466,3888.601578743466
0.0,0
3633.8487011569878,3633.8487011569878
2624.722222222222,2624.722222222222
0.0,0
0.0,0
0.0,0
2175.7165706450396,2175.7165706450396
7604.902571266659,7604.902571266659
0.0,0
0.0,0
0.0,0
2624.722222222222,2624.722222222222
5483.85134856969,5483.85134856969
7263.737600504584,7263.737600504584
5971.2365234155795,5971.2365234155795
5266.141532432013,5266.141532432013
0.0,0
0.0,0
5946.52944750739,5946.52944750739
3714.6293133653903,3714.6293133653903
4127.472776773873,4127.472776773873
0.0,0
0.0,0
5652.9961309481205,5652.9961309481205
0.0,0
6081.639751521727,6081.639751521727
3923.7526752467593,3923.7526752467593
7297.237663819834,7297.237663819834
3940.3866670287175,3940.3866670287175
2938.9821068576452,2938.9821068576452
2624.722222222222,2624.722222222222
0.0,0
0.0,0
5838.272365053715,5838.272365053715
3000.6890396582958,3000.6890396582958
7668.493758174716,7668.493758174716
0.0,0
4077.6081896308956,4077.6081896308956
0.0,0
2624.722222222222,2624.722222222222
2486.564230864614,2486.564230864614
11456.296336658848,11456.296336658848
8511.855029020526,8511.855029020526
0.0,0
0.0,0
5008.653306328815,5008.653306328815
4890.712789557567,4890.712789557567
2423.726787170069,2423.726787170069
0.0,0
4970.575662806127,4970.575662806127
0.0,0
6654.011244265728,6654.011244265728
0.0,0
7506.244285135801,7506.244285135801
6901.639007042377,6901.639007042377
12763.134020097528,12763.134020097528
4701.821272772524,4701.821272772524
4639.401129922078,4639.401129922078
3906.7730488888883,3906.7730488888883
2624.722222222222,2624.722222222222
0.0,0
0.0,0
0.0,0
0.0,0
11363.574583615828,11363.574583615828
0.0,0
5474.089257267899,5474.089257267899
0.0,0
2624.722222222222,2624.722222222222
0.0,0
0.0,0
8528.761660032464,8528.761660032464
0.0,0
4782.031381132811,4782.031381132811
3148.943862264654,3148.943862264654
5170.12543782633,5170.12543782633
0.0,0
0.0,0
0.0,0
2472.2591402755925,2472.2591402755925
8960.144777106016,8960.144777106016
0.0,0
10355.927415219467,10355.927415219467
7716.573072403029,7716.573072403029
8726.269481592222,8726.269481592222
5369.842735215644,5369.842735215644
5050.111326731996,5050.111326731996
2909.359248863353,2909.359248863353
3448.3922927780827,3448.3922927780827
2624.722222222222,2624.722222222222
2626.9467290637,2626.9467290637
2382.262383873,2382.262383873
2328.8404877608964,2328.8404877608964
5112.685147508076,5112.685147508076
0.0,0
0.0,0
6905.525027930038,6905.525027930038
0.0,0
2624.722222222222,2624.722222222222
2465.223749986803,2465.223749986803
0.0,0
13263.830579316478,13263.830579316478
4946.789231755878,4946.789231755878
3857.7083785979416,3857.7083785979416
6341.910323428243,6341.910323428243
7110.258690662071,7110.258690662071
3952.0679279280243,3952.0679279280243
0.0,0
0.0,0
2940.4929066277923,2940.4929066277923
8187.361905764052,8187.361905764052
2624.722222222222,2624.722222222222
0.0,0
6365.735886465864,6365.735886465864
12974.15078983951,12974.15078983951
5196.019279021634,5196.019279021634
5334.511227008052,5334.511227008052
4730.184827228218,4730.184827228218
4820.257243727424,4820.257243727424
3649.93584823767,3649.93584823767
0.0,0
5472.783899669846,5472.783899669846
5334.725482225119,5334.725482225119
2160.9594922019605,2160.9594922019605
0.0,0
2624.722222222222,2624.722222222222
8207.218043958857,8207.218043958857
0.0,0
2624.722222222222,2624.722222222222
3172.830097681113,3172.830097681113
0.0,0
12796.888764193023,12796.888764193023
3406.8347163262124,3406.8347163262124
8074.320809732629,8074.320809732629
9715.960940235314,9715.960940235314
8906.748801695676,8906.748801695676
0.0,0
3978.873536903113,3978.873536903113
3728.3093210995257,3728.3093210995257
3873.1149093083736,3873.1149093083736
8044.588528254139,8044.588528254139
2624.722222222222,2624.722222222222
0.0,0
0.0,0
12379.742383185116,12379.742383185116
5351.921031341632,5351.921031341632
7847.736195729929,7847.736195729929
3516.153543413643,3516.153543413643
4370.118424247202,4370.118424247202
3818.612106250352,3818.612106250352
2624.722222222222,2624.722222222222
2624.722222222222,2624.722222222222
0.0,0
3403.608473989521,3403.608473989521
8505.878617635282,8505.878617635282
0.0,0
0.0,0
2624.722222222222,2624.722222222222
11480.937849261463,11480.937849261463
0.0,0
2624.722222222222,2624.722222222222
0.0,0
5497.265706842461,5497.265706842461
17244.264940646073,17244.264940646073
0.0,0
8030.328805742448,8030.328805742448
3163.7735307655603,3163.7735307655603
0.0,0
5154.484511364238,5154.484511364238
3215.1425481481824,3215.1425481481824
4149.161369742449,4149.161369742449
0.0,0
0.0,0
2624.722222222222,2624.722222222222
5411.15665037657,5411.15665037657
3523.3762474514306,3523.3762474514306
16506.02230804641,16506.02230804641
0.0,0
7535.698531351786,7535.698531351786
0.0,0
5156.676587143636,5156.676587143636
4623.966652178437,4623.966652178437
3180.636759164276,3180.636759164276
3689.3383625315337,3689.3383625315337
2624.722222222222,2624.722222222222
0.0,0
0.0,0
7330.87069033045,7330.87069033045
2151.829693709304,2151.829693709304
5549.416317461381,5549.416317461381
2624.722222222222,2624.722222222222
10518.536907463185,10518.536907463185
0.0,0
2624.722222222222,2624.722222222222
0.0,0
0.0,0
19469.57610915716,19469.57610915716
5911.568984560327,5911.568984560327
7318.499313409252,7318.499313409252
2908.5671181142475,2908.5671181142475
3969.3010127048383,3969.3010127048383
0.0,0
0.0,0
0.0,0
3566.3422760335798,3566.3422760335798
4594.072063753513,4594.072063753513
2624.722222222222,2624.722222222222
3137.5147711493646,3137.5147711493646
0.0,0
16974.946367415647,16974.946367415647
0.0,0
2951.1000679171125,2951.1000679171125
0.0,0
8320.249108340531,8320.249108340531
6583.725708600104,6583.725708600104
4183.519154756534,4183.519154756534
4575.654329325427,4575.654329325427
3965.548551006605,3965.548551006605
2624.722222222222,2624.722222222222
4010.5950121995797,4010.5950121995797
5156.752419637093,5156.752419637093
10513.66723458776,10513.66723458776
5701.903714856658,5701.903714856658
6363.740763777263,6363.740763777263
2624.722222222222,2624.722222222222
11151.667360702739,11151.667360702739
0.0,0
2624.722222222222,2624.722222222222
2469.8377286551245,2469.8377286551245
2710.3952488397963,2710.3952488397963
12931.839608933413,12931.839608933413
0.0,0
8827.583564483886,8827.583564483886
2254.9246331732943,2254.9246331732943
6454.966069859998,6454.966069859998
3870.4161197602357,3870.4161197602357
0.0,0
4447.04266615619,4447.04266615619
2532.230864516226,2532.230864516226
0.0,0
2624.722222222222,2624.722222222222
2381.6091643331342,2381.6091643331342
2951.6379761486764,2951.6379761486764
0.0,0
3467.64328414508,3467.64328414508
0.0,0
2653.768130864098,2653.768130864098
9912.373491241144,9912.373491241144
7172.0639525313245,7172.0639525313245
4635.35923691808,4635.35923691808
4779.852215591638,4779.852215591638
5288.67148237813,5288.67148237813
3186.4793622902057,3186.4793622902057
2624.722222222222,2624.722222222222
6569.539234646039,6569.539234646039
0.0,0
11727.019068601006,11727.019068601006
0.0,0
8827.17189301355,8827.17189301355
2624.722222222222,2624.722222222222
10867.715110256968,10867.715110256968
0.0,0
2624.722222222222,2624.722222222222
0.0,0
6530.974366302062,6530.974366302062
15605.546548416643,15605.546548416643
2890.042491687924,2890.042491687924
10750.626646721497,10750.626646721497
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
3933.01182593365,3933.01182593365
2624.722222222222,2624.722222222222
9256.295812461392,9256.295812461392
2443.995268607916,2443.995268607916
0.0,0
0.0,0
0.0,0
2621.078139168569,2621.078139168569
7990.230603145925,7990.230603145925
8854.369120453719,8854.369120453719
7390.799875086618,7390.799875086618
5525.753279964429,5525.753279964429
4605.434700083791,4605.434700083791
4993.701082865496,4993.701082865496
4102.544888888889,4102.544888888889
7936.196927396764,7936.196927396764
2624.722222222222,2624.722222222222
0.0,0
10003.334970007954,10003.334970007954
0.0,0
11606.524800845606,11606.524800845606
2624.722222222222,2624.722222222222
12514.42667319258,12514.42667319258
0.0,0
2624.722222222222,2624.722222222222
0.0,0
0.0,0
15839.130647993103,15839.130647993103
0.0,0
12015.937082388116,12015.937082388116
0.0,0
4051.6794475014253,4051.6794475014253
0.0,0
2253.085840972284,2253.085840972284
5189.640684837433,5189.640684837433
5813.601313395997,5813.601313395997
3722.8384126150386,3722.8384126150386
2624.722222222222,2624.722222222222
8007.691426932139,8007.691426932139
2718.587331291685,2718.587331291685
0.0,0
5197.538361249553,5197.538361249553
3758.919367571544,3758.919367571544
2486.3663009055035,2486.3663009055035
8837.64906944151,8837.64906944151
0.0,0
6447.278411757382,6447.278411757382
5885.682270664308,5885.682270664308
6716.87315442222,6716.87315442222
6689.29423938523,6689.29423938523
5116.545286784167,5116.545286784167
6964.455665879548,6964.455665879548
3462.2024106920776,3462.2024106920776
2624.722222222222,2624.722222222222
0.0,0
13713.357808896895,13713.357808896895
0.0,0
0.0,0
2624.722222222222,2624.722222222222
17347.717673423424,17347.717673423424
2624.722222222222,2624.722222222222
2624.722222222222,2624.722222222222
2959.521141592248,2959.521141592248
0.0,0
0.0,0
0.0,0
11963.359260570214,11963.359260570214
0.0,0
7733.061179696746,7733.061179696746
0.0,0
0.0,0
4986.145226469162,4986.145226469162
0.0,0
0.0,0
2624.722222222222,2624.722222222222
8076.957384826281,8076.957384826281
0.0,0
0.0,0
7313.523674996863,7313.523674996863
0.0,0
0.0,0
0.0,0
5396.211416973421,5396.211416973421
7025.001223577,7025.001223577
0.0,0
9367.480908858168,9367.480908858168
5627.588369228196,5627.588369228196
6161.958894146602,6161.958894146602
9839.44680106134,9839.44680106134
3409.3908899312914,3409.3908899312914
3207.7095800508873,3207.7095800508873
2624.722222222222,2624.722222222222
0.0,0
14174.407816341754,14174.407816341754
3353.261862575891,3353.261862575891
0.0,0
2624.722222222222,2624.722222222222
16313.663757687325,16313.663757687325
2624.722222222222,2624.722222222222
2624.722222222222,2624.722222222222
3282.9951334033876,3282.9951334033876
0.0,0
0.0,0
5268.740100916628,5268.740100916628
7797.24082820338,7797.24082820338
0.0,0
9807.130730777846,9807.130730777846
2586.199161503687,2586.199161503687
2617.5907152469267,2617.5907152469267
0.0,0
0.0,0
3586.0229252851586,3586.0229252851586
2624.722222222222,2624.722222222222
9951.920036336549,9951.920036336549
2646.2533309678424,2646.2533309678424
0.0,0
8268.028784398868,8268.028784398868
6703.853337132095,6703.853337132095
2403.591353994606,2403.591353994606
0.0,0
0.0,0
7292.272458267375,7292.272458267375
2584.284144961068,2584.284144961068
6735.223405699279,6735.223405699279
6332.740051806879,6332.740051806879
5711.773304412664,5711.773304412664
11423.650651187227,11423.650651187227
4224.517719570656,4224.517719570656
4600.279306828376,4600.279306828376
2985.5071845751004,2985.5071845751004
0.0,0
17873.790566407773,17873.790566407773
7603.781227851994,7603.781227851994
0.0,0
3882.681866722305,3882.681866722305
15633.476349811463,15633.476349811463
2624.722222222222,2624.722222222222
2624.722222222222,2624.722222222222
2488.3761625139955,2488.3761625139955
3910.0359793553534,3910.0359793553534
0.0,0
6180.626197373579,6180.626197373579
7739.800342926594,7739.800342926594
4876.351305303559,4876.351305303559
12994.990691039022,12994.990691039022
0.0,0
6623.142958643938,6623.142958643938
0.0,0
3879.5160031543774,3879.5160031543774
4049.6316079553444,4049.6316079553444
2624.722222222222,2624.722222222222
12742.711691659206,12742.711691659206
0.0,0
0.0,0
10258.640582481044,10258.640582481044
6904.180959750497,6904.180959750497
0.0,0
0.0,0
2534.6451788189147,2534.6451788189147
9584.587063599396,9584.587063599396
0.0,0
11813.48638623181,11813.48638623181
6113.694858161293,6113.694858161293
8943.256629240634,8943.256629240634
14565.328936343187,14565.328936343187
4293.867182493581,4293.867182493581
5371.710800666995,5371.710800666995
4467.746275410291,4467.746275410291
2624.722222222222,2624.722222222222
2421.5315637114495,2421.5315637114495
15708.104845444173,15708.104845444173
8069.9415047151715,8069.9415047151715
4394.382765590167,4394.382765590167
0.0,0
19397.493926480893,19397.493926480893
3196.7106504251387,3196.7106504251387
4071.260934463894,4071.260934463894
5728.63223715918,5728.63223715918
3870.959826372224,3870.959826372224
0.0,0
6883.752045713213,6883.752045713213
0.0,0
6320.014937942031,6320.014937942031
12029.533600376975,12029.533600376975
4781.263544282383,4781.263544282383
7716.192184903028,7716.192184903028
0.0,0
2811.8307414735036,2811.8307414735036
0.0,0
2989.0550051456867,2989.0550051456867
17326.143133255475,17326.143133255475
5116.959935697336,5116.959935697336
0.0,0
11720.224168290753,11720.224168290753
10419.410853134326,10419.410853134326
0.0,0
0.0,0
0.0,0
5354.604515137706,5354.604515137706
2985.4466628313244,2985.4466628313244
13157.795459073655,13157.795459073655
6825.482144993671,6825.482144993671
10780.047461586217,10780.047461586217
0.0,0
5328.895501581446,5328.895501581446
7152.072913753364,7152.072913753364
6154.114662325794,6154.114662325794
3121.909660887566,3121.909660887566
2624.722222222222,2624.722222222222
7018.686254247678,7018.686254247678
0.0,0
0.0,0
5763.264204950853,5763.264204950853
4326.532372578938,4326.532372578938
5903.814122059739,5903.814122059739
4743.5201919329065,4743.5201919329065
4548.631526678993,4548.631526678993
8243.000334360104,8243.000334360104
0.0,0
0.0,0
4472.551326706989,4472.551326706989
8036.329460744879,8036.329460744879
8284.419591460883,8284.419591460883
17277.220944395533,17277.220944395533
2352.7844971517898,2352.7844971517898
9774.370024216058,9774.370024216058
3718.7696179620943,3718.7696179620943
0.0,0
6682.187724919002,6682.187724919002
4663.376058643935,4663.376058643935
0.0,0
0.0,0
0.0,0
9308.966661503548,9308.966661503548
0.0,0
0.0,0
6533.792752737821,6533.792752737821
4640.167336215255,4640.167336215255
6493.35698075124,6493.35698075124
0.0,0
14193.404142910294,14193.404142910294
0.0,0
11369.596287201763,11369.596287201763
0.0,0
5740.441826993524,5740.441826993524
9042.765125527421,9042.765125527421
7982.348982181591,7982.348982181591
3946.3696613325424,3946.3696613325424
3858.079251825707,3858.079251825707
2624.722222222222,2624.722222222222
5932.815210478729,5932.815210478729
0.0,0
4162.843811433502,4162.843811433502
2806.6544110322375,2806.6544110322375
6380.874281535508,6380.874281535508
10953.41993650611,10953.41993650611
6241.434053074923,6241.434053074923
2328.1384323572556,2328.1384323572556
9045.020401506275,9045.020401506275
3696.6241047837784,3696.6241047837784
0.0,0
0.0,0
0.0,0
3484.0002038749863,3484.0002038749863
11244.186894376266,11244.186894376266
0.0,0
4285.656977252755,4285.656977252755
0.0,0
0.0,0
0.0,0
5078.413666230655,5078.413666230655
12624.045834229784,12624.045834229784
0.0,0
5009.194617751115,5009.194617751115
9147.327561048516,9147.327561048516
2706.199734969618,2706.199734969618
2611.307989538079,2611.307989538079
0.0,0
0.0,0
0.0,0
0.0,0
9073.279899659172,9073.279899659172
0.0,0
12222.786702186693,12222.786702186693
9062.257491056493,9062.257491056493
5871.5693741202185,5871.5693741202185
8846.187465465997,8846.187465465997
6862.5138978706345,6862.5138978706345
4167.17132893838,4167.17132893838
4351.502526156066,4351.502526156066
3096.8453185345334,3096.8453185345334
2624.722222222222,2624.722222222222
7724.2779843449125,7724.2779843449125
0.0,0
0.0,0
6805.623744893547,6805.623744893547
7121.262013871974,7121.262013871974
0.0,0
4980.4367609368155,4980.4367609368155
5473.841964217481,5473.841964217481
7809.871029523377,7809.871029523377
0.0,0
0.0,0
3099.565838745855,3099.565838745855
0.0,0
5198.972026716684,5198.972026716684
12279.754411306621,12279.754411306621
3650.8926376082804,3650.8926376082804
0.0,0
5026.38596780179,5026.38596780179
0.0,0
2581.8442659854322,2581.8442659854322
2541.7980834915224,2541.7980834915224
13583.027276925615,13583.027276925615
0.0,0
5356.040363452586,5356.040363452586
9939.52576924006,9939.52576924006
4038.6118141488005,4038.6118141488005
2916.200195043419,2916.200195043419
0.0,0
4356.212891825282,4356.212891825282
0.0,0
2801.0978937018663,2801.0978937018663
0.0,0
5888.307694201401,5888.307694201401
11884.331503754725,11884.331503754725
9498.582653586844,9498.582653586844
10794.885556274901,10794.885556274901
0.0,0
7926.588770432416,7926.588770432416
6699.192180087576,6699.192180087576
5568.758209004167,5568.758209004167
4626.486039501076,4626.486039501076
3854.8566963027683,3854.8566963027683
2624.722222222222,2624.722222222222
9713.764979638328,9713.764979638328
0.0,0
2152.956435125033,2152.956435125033
8828.181697659227,8828.181697659227
9510.869171573378,9510.869171573378
0.0,0
0.0,0
4814.405594196798,4814.405594196798
9752.390492031582,9752.390492031582
7025.15841181093,7025.15841181093
0.0,0
3416.7457008430442,3416.7457008430442
6309.835031373001,6309.835031373001
0.0,0
0.0,0
4117.519046611553,4117.519046611553
3281.618315489654,3281.618315489654
3113.950919092713,3113.950919092713
3401.943564561304,3401.943564561304
0.0,0
6599.570795650906,6599.570795650906
